PČ;Názov kraja;Názov okresu;"Názov ZÚJ 
(obec/mestská časť/vojenský obvod)";Názov časti obce;Názov ZSJ;Matričný úrad (m);"Výmera ZÚJ 
v ha";Hustota obyvateľstva (obyv./km?);Počet obyvateľov spolu ;Muži;Ženy;"Počet obyvateľov
v predproduktívnom veku (0 – 14) ";"Počet obyvateľov
v produktívnom veku (15 – 64)";"Počet obyvateľov 
v poproduktívnom veku (65+) ";Ekonomicky aktívne obyvateľstvo;"Pracujúci 
v primárnom sektore";"Pracujúci 
v sekundárnom sektore";"Pracujúci 
v terciárnom sektore";"Pracujúci 
v kvartérnom sektore ";Počet trvalo obývaných domov spolu;Počet trvalo obývaných bytov spolu;"Počet trvalo obývaných bytov 
v bytových domoch";"Počet trvalo obývaných bytov 
v rodinných domoch";Počet obyvateľov so súčasným pobytom (SP) spolu;Obyvateľstvo (SP) odchádzajúce za prácou;Počet cenozvých domácností (SP);"Kód 
kraja";"Kód 
okresu";"Kód ZÚJ 
(obec/mestská časť/vojenský obvod)";"Kód 
časti obce";"Kód 
ZSJ";Typ územnej úrovne;;;
98;Bratislavský;Bratislava II;Bratislava - Vrakuňa; ;Vrakuňa;;;;7 181;3 474;3 707;1 045;5 175;961;4 285;15;562;1 640;1 363;329;2 465;2 205;193;6 113;2 361;3 180;1;102;529338;;2702960;základná sídelná jednotka;;;
99;Bratislavský;Bratislava II;Bratislava - Vrakuňa; ;Za hrádzou;;;;58;32;26;10;48;0;40;0;5;11;18;27;27;0;27;83;38;42;1;102;529338;;2793660;základná sídelná jednotka;;;
100;Bratislavský;Bratislava III;Bratislava - Nové Mesto;;;m;3748;1186;44 458;20 981;23 477;7 378;28 837;8 243;24 373;88;2 058;7 696;10 134;3 541;18 732;15 559;2 046;50 120;15 304;29 024;1;103;529346;;;obec;;;
101;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Belianska ulica;;;;2 122;1 005;1 117;361;1 344;417;1 159;9;96;275;573;186;813;668;133;2 163;786;1 044;1;103;529346;;2044040;základná sídelná jednotka;;;
102;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Biely kríž;;;;1 232;570;662;211;805;216;707;6;60;229;307;126;499;391;84;1 317;527;697;1;103;529346;;2048380;základná sídelná jednotka;;;
103;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Brezovská ulica;;;;993;452;541;142;655;196;560;3;52;205;202;97;435;362;65;1 126;406;692;1;103;529346;;2047810;základná sídelná jednotka;;;
104;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Briežky;;;;177;89;88;38;111;28;100;0;11;23;46;58;58;0;42;195;66;82;1;103;529346;;2043660;základná sídelná jednotka;;;
105;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Elektrotechnické závody;;;;700;337;363;177;473;50;415;1;33;114;219;22;316;223;3;1 107;536;635;1;103;529346;;2047220;základná sídelná jednotka;;;
106;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Figaro;;;;366;166;200;54;258;54;234;1;36;73;82;14;168;142;2;440;179;272;1;103;529346;;2048460;základná sídelná jednotka;;;
107;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Filiálna stanica;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;103;529346;;2047310;základná sídelná jednotka;;;
108;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Filmové ateliéry;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;103;529346;;2043910;základná sídelná jednotka;;;
109;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Hostinského sídlisko;;;;1 591;748;843;260;1 022;309;851;1;77;300;309;28;731;686;0;1 607;634;955;1;103;529346;;2047730;základná sídelná jednotka;;;
110;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Hrubý Drieňovec;;;;26;16;10;2;11;13;10;1;0;0;5;9;10;2;5;27;5;11;1;103;529346;;2043310;základná sídelná jednotka;;;
111;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Chemické závody - Istrochem;;;;2 041;971;1 070;280;1 504;257;1 270;1;156;493;429;56;788;575;0;2 345;1 006;1 276;1;103;529346;;2048110;základná sídelná jednotka;;;
112;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Jelšová ulica;;;;1 309;601;708;200;793;316;667;6;48;181;307;110;563;502;51;1 424;534;836;1;103;529346;;2044210;základná sídelná jednotka;;;
113;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Jiskrova ulica;;;;1 319;607;712;191;841;287;748;1;56;227;288;44;588;586;0;1 342;508;801;1;103;529346;;2046410;základná sídelná jednotka;;;
114;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Jurajov dvor;;;;949;472;477;160;652;137;533;2;85;183;183;81;340;319;11;909;310;457;1;103;529346;;2053620;základná sídelná jednotka;;;
115;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Kamzík;;;;458;269;189;34;386;38;104;0;7;26;32;12;12;0;7;1 671;557;1 417;1;103;529346;;2043400;základná sídelná jednotka;;;
116;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Koliba;;;;1 874;892;982;366;1 163;345;998;3;84;278;430;510;621;146;430;1 995;645;946;1;103;529346;;2043820;základná sídelná jednotka;;;
117;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Krásna Hôrka;;;;297;133;164;48;188;61;168;2;13;54;61;65;101;45;49;326;113;165;1;103;529346;;2044470;základná sídelná jednotka;;;
118;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Ľudová štvrť;;;;1 209;555;654;215;707;287;596;2;47;182;242;292;428;148;260;1 191;361;568;1;103;529346;;2047570;základná sídelná jednotka;;;
119;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Matúškova ulica;;;;675;334;341;118;443;114;374;3;33;123;148;184;215;32;156;710;264;352;1;103;529346;;2045280;základná sídelná jednotka;;;
120;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Medika;;;;79;41;38;13;55;11;44;0;1;15;18;3;35;34;0;78;31;52;1;103;529346;;2053710;základná sídelná jednotka;;;
121;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Mladá garda;;;;14;8;6;1;13;0;10;0;1;3;4;3;3;0;0;92;11;9;1;103;529346;;2048540;základná sídelná jednotka;;;
122;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Na Revíne;;;;3 101;1 406;1 695;460;1 768;873;1 599;4;95;523;659;310;1 214;987;200;3 072;1 036;1 629;1;103;529346;;2044120;základná sídelná jednotka;;;
123;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Nad Bielym krížom;;;;1 209;589;620;329;813;67;667;2;53;197;327;264;436;190;233;1 470;558;584;1;103;529346;;2043580;základná sídelná jednotka;;;
124;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Nemocnica Kramáre;;;;375;170;205;69;252;54;227;2;21;43;132;29;176;162;6;822;402;561;1;103;529346;;2044390;základná sídelná jednotka;;;
125;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Pasienky;;;;2 696;1 388;1 308;533;1 898;265;1 494;4;103;427;622;45;1 031;853;0;3 179;1 157;2 121;1;103;529346;;2047060;základná sídelná jednotka;;;
126;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Podkolibský vodojem;;;;147;74;73;16;102;29;85;1;8;29;38;33;58;32;20;181;67;85;1;103;529346;;2046250;základná sídelná jednotka;;;
127;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Pokrok;;;;1 941;864;1 077;279;1 138;524;991;3;75;304;428;65;966;947;15;1 974;721;1 195;1;103;529346;;2046170;základná sídelná jednotka;;;
128;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Pri starej prachárni;;;;3 004;1 407;1 597;419;2 008;577;1 723;10;141;534;761;117;1 516;1 451;0;3 232;1 311;2 072;1;103;529346;;2046920;základná sídelná jednotka;;;
129;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Priemstav;;;;32;30;2;0;31;1;22;0;3;18;0;1;1;0;0;188;33;188;1;103;529346;;2059400;základná sídelná jednotka;;;
130;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Sibírska ulica;;;;4 260;1 960;2 300;694;2 687;879;2 332;5;189;719;1 003;140;2 022;1 911;8;4 506;1 796;2 611;1;103;529346;;2798380;základná sídelná jednotka;;;
131;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Stará Vajnorská cesta;;;;674;356;318;70;565;39;401;1;40;190;98;18;283;179;0;872;280;654;1;103;529346;;2048200;základná sídelná jednotka;;;
132;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Staving;;;;10;8;2;0;9;1;8;0;3;0;3;1;1;0;0;175;47;1;1;103;529346;;2059580;základná sídelná jednotka;;;
133;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Stráže;;;;249;126;123;73;168;8;133;0;11;33;57;43;97;68;25;326;125;158;1;103;529346;;2045360;základná sídelná jednotka;;;
134;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Tehelné pole;;;;3 667;1 692;1 975;489;2 290;888;1 989;6;153;675;784;158;1 698;1 656;27;3 653;1 321;2 233;1;103;529346;;2047490;základná sídelná jednotka;;;
135;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Teplická ulica;;;;1 383;628;755;205;894;284;775;2;57;247;321;23;608;607;0;1 377;543;781;1;103;529346;;2048620;základná sídelná jednotka;;;
136;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Trnavské mýto;;;;164;71;93;25;105;34;94;0;4;41;39;5;80;79;0;164;63;103;1;103;529346;;2047140;základná sídelná jednotka;;;
137;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Unitas;;;;1 035;478;557;149;715;171;595;0;57;201;229;30;535;534;0;1 162;511;772;1;103;529346;;2046330;základná sídelná jednotka;;;
138;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Vlečka chemických závodov;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;103;529346;;2047900;základná sídelná jednotka;;;
139;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Výskumný ústav zváračský;;;;147;73;74;27;110;10;103;0;10;36;45;5;75;74;0;276;143;170;1;103;529346;;2048710;základná sídelná jednotka;;;
140;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Zátišie;;;;1 689;799;890;300;1 028;361;901;6;82;289;377;225;688;515;160;1 769;643;955;1;103;529346;;2047650;základná sídelná jednotka;;;
141;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Železničná stanica Nové Mesto;;;;20;15;5;6;14;0;12;0;0;11;0;1;1;0;0;57;16;45;1;103;529346;;2048030;základná sídelná jednotka;;;
142;Bratislavský;Bratislava III;Bratislava - Nové Mesto; ;Železničné depo;;;;1 224;581;643;364;818;42;674;0;57;195;326;128;522;453;54;1 600;653;839;1;103;529346;;2043740;základná sídelná jednotka;;;
143;Bratislavský;Bratislava III;Bratislava - Rača;;;m;2366;1088;25 733;12 717;13 016;4 141;16 991;4 601;14 148;79;1 510;4 831;5 121;2 123;8 990;7 225;1 398;26 298;8 468;13 751;1;103;529354;;;obec;;;
144;Bratislavský;Bratislava III;Bratislava - Rača; ;Barónka;;;;3 231;1 545;1 686;488;1 979;764;1 633;11;162;565;566;136;1 231;1 169;53;3 136;1 033;1 665;1;103;529354;;2799270;základná sídelná jednotka;;;
145;Bratislavský;Bratislava III;Bratislava - Rača; ;Bukovec;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;103;529354;;2057700;základná sídelná jednotka;;;
146;Bratislavský;Bratislava III;Bratislava - Rača; ;Dopravná ulica;;;;1 810;880;930;269;1 204;337;983;7;127;398;298;104;646;589;53;1 801;685;845;1;103;529354;;2059150;základná sídelná jednotka;;;
147;Bratislavský;Bratislava III;Bratislava - Rača; ;Hojné - vinice;;;;17;8;9;6;11;0;9;0;1;4;4;3;5;4;1;18;6;6;1;103;529354;;2058000;základná sídelná jednotka;;;
148;Bratislavský;Bratislava III;Bratislava - Rača; ;Horné Šajby;;;;1 196;599;597;142;914;140;737;3;110;276;221;28;380;376;0;1 124;464;641;1;103;529354;;2794800;základná sídelná jednotka;;;
149;Bratislavský;Bratislava III;Bratislava - Rača; ;Komisárky;;;;6 643;3 429;3 214;963;4 443;1 237;3 866;22;432;1 270;1 330;138;1 916;1 883;20;5 500;1 871;3 085;1;103;529354;;2058510;základná sídelná jednotka;;;
150;Bratislavský;Bratislava III;Bratislava - Rača; ;Kopanice;;;;1 059;571;488;171;746;142;565;0;61;190;193;264;288;30;219;1 605;585;926;1;103;529354;;2057880;základná sídelná jednotka;;;
151;Bratislavský;Bratislava III;Bratislava - Rača; ;Krasňany;;;;1 948;926;1 022;404;1 264;280;1 070;3;110;361;436;164;802;739;28;2 120;858;1 109;1;103;529354;;2058340;základná sídelná jednotka;;;
152;Bratislavský;Bratislava III;Bratislava - Rača; ;Krasňany - vozovňa;;;;887;406;481;209;646;32;544;1;45;149;280;12;454;349;3;1 331;652;748;1;103;529354;;2058180;základná sídelná jednotka;;;
153;Bratislavský;Bratislava III;Bratislava - Rača; ;Mäsokombinát;;;;80;50;30;1;63;16;33;0;6;12;9;6;17;12;0;292;93;19;1;103;529354;;2058930;základná sídelná jednotka;;;
154;Bratislavský;Bratislava III;Bratislava - Rača; ;Meopta;;;;3 410;1 609;1 801;669;2 181;560;1 846;12;180;592;774;101;1 490;1 460;9;3 647;1 393;1 956;1;103;529354;;2058260;základná sídelná jednotka;;;
155;Bratislavský;Bratislava III;Bratislava - Rača; ;Pri Šajbách;;;;113;61;52;7;96;10;51;0;13;23;12;4;5;2;0;136;45;93;1;103;529354;;2059070;základná sídelná jednotka;;;
156;Bratislavský;Bratislava III;Bratislava - Rača; ;Rača;;;;2 235;1 137;1 098;356;1 416;463;1 194;8;114;419;418;552;697;141;513;2 218;743;1 064;1;103;529354;;2058420;základná sídelná jednotka;;;
157;Bratislavský;Bratislava III;Bratislava - Rača; ;Sídlisko >Experimentálka<;;;;854;418;436;121;591;142;458;1;42;180;143;23;316;309;1;920;373;432;1;103;529354;;2794710;základná sídelná jednotka;;;
158;Bratislavský;Bratislava III;Bratislava - Rača; ;Stanica Rača;;;;2;1;1;0;0;2;0;0;0;0;0;1;1;0;0;2;0;1;1;103;529354;;2058850;základná sídelná jednotka;;;
159;Bratislavský;Bratislava III;Bratislava - Rača; ;Stará Rača;;;;2 012;963;1 049;288;1 272;452;1 026;10;97;343;384;556;655;107;490;2 105;642;947;1;103;529354;;2058690;základná sídelná jednotka;;;
160;Bratislavský;Bratislava III;Bratislava - Rača; ;Technomat;;;;46;25;21;10;33;3;25;0;4;13;6;4;13;10;2;47;16;18;1;103;529354;;2058770;základná sídelná jednotka;;;
161;Bratislavský;Bratislava III;Bratislava - Rača; ;Úžiny;;;;156;73;83;33;105;18;88;1;4;31;39;19;61;45;2;181;73;97;1;103;529354;;2057960;základná sídelná jednotka;;;
162;Bratislavský;Bratislava III;Bratislava - Rača; ;Zriaďovacia stanica I;;;;17;7;10;0;14;3;10;0;1;4;4;1;6;0;0;13;5;8;1;103;529354;;2059230;základná sídelná jednotka;;;
163;Bratislavský;Bratislava III;Bratislava - Rača; ;Žabí majer;;;;17;9;8;4;13;0;10;0;1;1;4;7;7;0;4;102;19;91;1;103;529354;;2059310;základná sídelná jednotka;;;
164;Bratislavský;Bratislava III;Bratislava - Vajnory;;;m;1353;449;6 079;3 056;3 023;1 043;4 020;1 016;3 266;15;335;1 236;1 052;1 253;2 080;714;1 277;6 206;1 936;3 121;1;103;529362;;;obec;;;
165;Bratislavský;Bratislava III;Bratislava - Vajnory; ;Družstevný dvor Vajnory;;;;8;6;2;1;7;0;2;0;0;1;0;1;1;0;0;12;3;1;1;103;529362;;2057110;základná sídelná jednotka;;;
166;Bratislavský;Bratislava III;Bratislava - Vajnory; ;Letisko Vajnory;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;103;529362;;2056990;základná sídelná jednotka;;;
167;Bratislavský;Bratislava III;Bratislava - Vajnory; ;Nové elektrotechnické závody;;;;11;10;1;0;10;1;8;0;3;4;0;3;3;0;1;24;8;12;1;103;529362;;2056720;základná sídelná jednotka;;;
168;Bratislavský;Bratislava III;Bratislava - Vajnory; ;Pri Vajnorskom letisku;;;;94;49;45;19;71;4;61;1;10;28;11;3;38;36;1;90;39;50;1;103;529362;;2057370;základná sídelná jednotka;;;
169;Bratislavský;Bratislava III;Bratislava - Vajnory; ;Šprinclov majer;;;;78;48;30;7;68;3;25;0;3;4;8;6;6;0;2;255;85;212;1;103;529362;;2056810;základná sídelná jednotka;;;
170;Bratislavský;Bratislava III;Bratislava - Vajnory; ;Tuhovské;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;103;529362;;2057450;základná sídelná jednotka;;;
171;Bratislavský;Bratislava III;Bratislava - Vajnory; ;Ubytovne elektrotechnikov;;;;492;262;230;40;389;63;303;1;36;125;85;2;286;286;0;516;202;383;1;103;529362;;2056640;základná sídelná jednotka;;;
172;Bratislavský;Bratislava III;Bratislava - Vajnory; ;Vajnorka;;;;54;28;26;5;37;12;30;0;4;11;8;27;27;0;0;41;18;30;1;103;529362;;2057530;základná sídelná jednotka;;;
173;Bratislavský;Bratislava III;Bratislava - Vajnory; ;Vajnorská hora;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;103;529362;;2056480;základná sídelná jednotka;;;
174;Bratislavský;Bratislava III;Bratislava - Vajnory; ;Vajnorské vinohrady;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;103;529362;;2056560;základná sídelná jednotka;;;
175;Bratislavský;Bratislava III;Bratislava - Vajnory; ;Vajnory;;;;5 338;2 651;2 687;971;3 435;932;2 835;13;279;1 061;940;1 210;1 717;392;1 273;5 262;1 728;2 428;1;103;529362;;2057020;základná sídelná jednotka;;;
176;Bratislavský;Bratislava III;Bratislava - Vajnory; ;Zriaďovacia stanica II;;;;4;2;2;0;3;1;2;0;0;2;0;1;2;0;0;4;2;3;1;103;529362;;2057290;základná sídelná jednotka;;;
177;Bratislavský;Bratislava IV;Bratislava - Devín;;;m;1401;137;1 912;950;962;389;1 232;291;1 017;4;120;301;382;554;615;29;478;2 190;692;1 026;1;104;529401;;;obec;;;
178;Bratislavský;Bratislava IV;Bratislava - Devín; ;Devín;;;;1 077;540;537;169;701;207;588;3;76;174;198;308;324;19;287;1 093;337;536;1;104;529401;;2053030;základná sídelná jednotka;;;
179;Bratislavský;Bratislava IV;Bratislava - Devín; ;Devínska Kobyla;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;104;529401;;2052730;základná sídelná jednotka;;;
180;Bratislavský;Bratislava IV;Bratislava - Devín; ;Kameňolom;;;;46;26;20;9;34;3;27;0;7;11;6;14;14;0;11;53;16;25;1;104;529401;;2053110;základná sídelná jednotka;;;
181;Bratislavský;Bratislava IV;Bratislava - Devín; ;Kráľova hora;;;;137;67;70;23;94;20;79;0;8;33;25;44;49;2;38;155;51;69;1;104;529401;;2052650;základná sídelná jednotka;;;
182;Bratislavský;Bratislava IV;Bratislava - Devín; ;Nad Devínom;;;;652;317;335;188;403;61;323;1;29;83;153;188;228;8;142;889;304;396;1;104;529401;;2052810;základná sídelná jednotka;;;
183;Bratislavský;Bratislava IV;Bratislava - Devín; ;Pod Devínskou Kobylou;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;104;529401;;2052900;základná sídelná jednotka;;;
184;Bratislavský;Bratislava IV;Bratislava - Devínska Nová Ves;;;m;2422;708;17 153;8 446;8 707;2 661;12 421;2 071;10 263;43;1 627;3 228;3 695;1 499;5 962;4 543;1 135;16 995;5 276;8 300;1;104;529371;;;obec;;;
185;Bratislavský;Bratislava IV;Bratislava - Devínska Nová Ves; ;Devínska Nová Ves;;;;3 457;1 641;1 816;572;2 146;739;1 822;10;275;555;665;737;1 146;439;637;3 346;1 137;1 554;1;104;529371;;2106410;základná sídelná jednotka;;;
186;Bratislavský;Bratislava IV;Bratislava - Devínska Nová Ves; ;Devínska Nová Ves - východ;;;;2 447;1 306;1 141;410;1 751;286;1 295;4;189;391;479;439;656;242;395;2 763;899;1 486;1;104;529371;;2106500;základná sídelná jednotka;;;
187;Bratislavský;Bratislava IV;Bratislava - Devínska Nová Ves; ;Devínske jazero;;;;108;62;46;20;71;17;57;1;7;20;18;31;31;1;15;104;32;57;1;104;529371;;2799010;základná sídelná jednotka;;;
188;Bratislavský;Bratislava IV;Bratislava - Devínska Nová Ves; ;Kostolné;;;;4 261;2 084;2 177;589;3 238;434;2 747;10;443;825;1 043;61;1 526;1 515;10;3 876;1 648;1 888;1;104;529371;;2798970;základná sídelná jednotka;;;
189;Bratislavský;Bratislava IV;Bratislava - Devínska Nová Ves; ;Podhorské;;;;5 776;2 787;2 989;850;4 415;511;3 689;16;558;1 228;1 308;174;2 134;1 936;75;5 401;2 378;2 651;1;104;529371;;2798890;základná sídelná jednotka;;;
190;Bratislavský;Bratislava IV;Bratislava - Devínska Nová Ves; ;Sandberg;;;;94;48;46;24;56;14;48;1;4;18;15;36;36;0;3;85;30;35;1;104;529371;;2798710;základná sídelná jednotka;;;
191;Bratislavský;Bratislava IV;Bratislava - Devínska Nová Ves; ;Volkswagen;;;;1 010;518;492;196;744;70;605;1;151;191;167;21;433;410;0;1 420;634;629;1;104;529371;;2817270;základná sídelná jednotka;;;
192;Bratislavský;Bratislava IV;Bratislava - Dúbravka;;;;865;4186;36 206;17 109;19 097;5 512;22 742;7 952;19 397;76;2 095;6 312;7 458;1 428;14 657;13 677;516;36 795;12 671;19 506;1;104;529389;;;obec;;;
193;Bratislavský;Bratislava IV;Bratislava - Dúbravka; ;Bazovského ulica;;;;4 041;1 884;2 157;567;2 509;965;2 189;3;233;777;792;84;1 607;1 550;0;3 757;1 422;1 947;1;104;529389;;2060670;základná sídelná jednotka;;;
194;Bratislavský;Bratislava IV;Bratislava - Dúbravka; ;Cabanova ulica;;;;8 219;3 917;4 302;1 277;4 968;1 974;4 331;16;478;1 418;1 650;240;3 257;3 231;22;7 807;2 801;3 962;1;104;529389;;2795280;základná sídelná jednotka;;;
195;Bratislavský;Bratislava IV;Bratislava - Dúbravka; ;Dieliky;;;;1 425;707;718;325;1 028;72;883;3;114;245;413;51;694;689;1;2 202;1 136;1 167;1;104;529389;;2060590;základná sídelná jednotka;;;
196;Bratislavský;Bratislava IV;Bratislava - Dúbravka; ;Dúbravka;;;;1 513;801;712;231;1 011;271;745;7;80;242;247;289;307;10;265;1 321;362;676;1;104;529389;;2060910;základná sídelná jednotka;;;
197;Bratislavský;Bratislava IV;Bratislava - Dúbravka; ;Dúbravská hlavica;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;104;529389;;2061210;základná sídelná jednotka;;;
198;Bratislavský;Bratislava IV;Bratislava - Dúbravka; ;Švábsky vrch;;;;37;22;15;10;24;3;22;0;3;8;10;17;18;0;1;73;25;40;1;104;529389;;2061130;základná sídelná jednotka;;;
199;Bratislavský;Bratislava IV;Bratislava - Dúbravka; ;Tavaríkova kolónia;;;;4 770;2 197;2 573;633;2 945;1 192;2 581;10;244;833;972;347;2 069;1 729;188;4 780;1 679;2 646;1;104;529389;;2061050;základná sídelná jednotka;;;
200;Bratislavský;Bratislava IV;Bratislava - Dúbravka; ;Technické sklo;;;;2 239;1 058;1 181;363;1 429;447;1 229;8;138;370;492;54;853;836;1;2 433;886;1 138;1;104;529389;;2060410;základná sídelná jednotka;;;
201;Bratislavský;Bratislava IV;Bratislava - Dúbravka; ;Tepláreň - západ;;;;249;120;129;73;169;7;151;1;15;36;79;8;110;75;0;415;187;217;1;104;529389;;2060160;základná sídelná jednotka;;;
202;Bratislavský;Bratislava IV;Bratislava - Dúbravka; ;Tesla - elektroakustika;;;;3 460;1 651;1 809;615;2 121;724;1 836;9;237;617;689;80;1 387;1 383;0;3 688;1 433;1 777;1;104;529389;;2060320;základná sídelná jednotka;;;
203;Bratislavský;Bratislava IV;Bratislava - Dúbravka; ;Ulica kpt.Rašu;;;;6 446;3 011;3 435;859;4 187;1 400;3 460;13;368;1 115;1 310;168;2 800;2 627;38;6 637;2 635;4 029;1;104;529389;;2060750;základná sídelná jednotka;;;
204;Bratislavský;Bratislava IV;Bratislava - Dúbravka; ;Zúbekova ulica;;;;3 807;1 741;2 066;559;2 351;897;1 970;6;185;651;804;90;1 555;1 547;0;3 682;1 347;1 907;1;104;529389;;2060830;základná sídelná jednotka;;;
205;Bratislavský;Bratislava IV;Bratislava - Karlova Ves;;;m;1095;3255;35 644;16 980;18 664;5 047;24 780;5 817;20 678;60;1 883;6 504;8 679;1 506;13 944;12 664;676;36 190;12 649;18 703;1;104;529397;;;obec;;;
206;Bratislavský;Bratislava IV;Bratislava - Karlova Ves; ;Areál Slovenskej akadémie vied;;;;144;74;70;22;97;25;78;0;10;17;42;9;69;57;0;209;67;127;1;104;529397;;2044630;základná sídelná jednotka;;;
207;Bratislavský;Bratislava IV;Bratislava - Karlova Ves; ;Botanická záhrada;;;;272;141;131;55;192;25;141;0;10;34;69;17;116;106;3;423;140;182;1;104;529397;;2051500;základná sídelná jednotka;;;
208;Bratislavský;Bratislava IV;Bratislava - Karlova Ves; ;Cintorín Slávičie údolie;;;;112;54;58;26;78;8;65;1;9;22;25;11;42;36;4;209;91;109;1;104;529397;;2051760;základná sídelná jednotka;;;
209;Bratislavský;Bratislava IV;Bratislava - Karlova Ves; ;Dlhé diely - sever;;;;3 071;1 487;1 584;466;2 314;291;1 939;7;156;662;801;92;1 178;1 094;5;3 036;1 381;1 573;1;104;529397;;2798460;základná sídelná jednotka;;;
210;Bratislavský;Bratislava IV;Bratislava - Karlova Ves; ;Dlhé diely - stred;;;;5 280;2 584;2 696;677;4 123;480;3 444;11;338;1 086;1 453;107;1 993;1 992;0;4 877;2 245;2 475;1;104;529397;;2798540;základná sídelná jednotka;;;
211;Bratislavský;Bratislava IV;Bratislava - Karlova Ves; ;Dlhé diely - východ;;;;6 322;3 059;3 263;965;4 666;691;4 023;15;368;1 271;1 677;169;2 446;2 157;43;6 347;2 705;3 243;1;104;529397;;2052220;základná sídelná jednotka;;;
212;Bratislavský;Bratislava IV;Bratislava - Karlova Ves; ;Dlhé diely - západ;;;;3 954;1 929;2 025;513;3 122;319;2 521;6;241;757;1 100;158;1 520;1 386;83;3 747;1 689;1 866;1;104;529397;;2795360;základná sídelná jednotka;;;
213;Bratislavský;Bratislava IV;Bratislava - Karlova Ves; ;Internáty;;;;114;54;60;8;95;11;74;0;6;22;32;9;37;29;5;790;134;80;1;104;529397;;2799190;základná sídelná jednotka;;;
214;Bratislavský;Bratislava IV;Bratislava - Karlova Ves; ;Kútiky;;;;7 577;3 505;4 072;1 055;4 620;1 902;3 826;13;382;1 200;1 525;400;2 933;2 644;230;7 116;2 341;3 748;1;104;529397;;2052310;základná sídelná jednotka;;;
215;Bratislavský;Bratislava IV;Bratislava - Karlova Ves; ;Líščie údolie - les;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;104;529397;;2052490;základná sídelná jednotka;;;
216;Bratislavský;Bratislava IV;Bratislava - Karlova Ves; ;Metrológia;;;;99;50;49;18;67;14;52;0;4;22;15;35;35;0;31;144;55;68;1;104;529397;;2052570;základná sídelná jednotka;;;
